LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:75c453,vielleicht sollte ich herausfinden\nwo dieses <color=red>verlassene gebäude</color> ist,maybe i better figure out where\nthis <color=red>abandoned building</color> is,maybe i better figure out where\nthis <color=red>abandoned building</color> is,Player,AveryBuildingSignStart
line:195ec3,Lieber Schilderleser:,Dear Sign Reader:,Dear Sign Reader:,Original,AveryLighthouseSignStart
line:ea09e4,Hi!,Hi!,Hi!,Original,AveryLighthouseSignStart
line:28aa9d,Ich kenne dich nicht.,I don't know you.,I don't know you.,Original,AveryLighthouseSignStart
line:594736,Aber du bist wahrscheinlich ziemlich cool.,But you're probably pretty cool.,But you're probably pretty cool.,Original,AveryLighthouseSignStart
line:265117,Ich bin auch cool!,I'm cool too!,I'm cool too!,Original,AveryLighthouseSignStart
line:e4f834,Wir sollten gegeneinander antreten.,We should race each other.,We should race each other.,Original,AveryLighthouseSignStart
line:9c692f,Das wäre cool.,It would be cool.,It would be cool.,Original,AveryLighthouseSignStart
line:5bbb11,BRB!,BRB!,BRB!,Original,AveryLighthouseSignStart
line:dec8bf,Ich habe eine Schleife\nam <color=yellow>Leuchtturm</color> angebracht.,I'm gonna setup a ribbon\nat the <color=yellow>lighthouse.</color>,I'm gonna setup a ribbon\nat the <color=yellow>lighthouse.</color>,Original,AveryLighthouseSignStart
line:349c42,-Avery,-Avery,-Avery,Original,AveryLighthouseSignStart
line:2eedcb,hmm,hmm,hmm,Player,AveryLighthouseSignStart
line:f415cc,"ich frage mich, wo der <color=red>leuchtturm</color> ist...",i wonder where that <color=red>lighthouse</color> is...,i wonder where that <color=red>lighthouse</color> is...,Player,AveryLighthouseSignStart
line:be93a4,hi!,hi!,hi!,Player,AveryIntroduction
line:c41913,bist du avery?,are you avery?,are you avery?,Player,AveryIntroduction
line:c5cb9e,JA!,YES!,YES!,Original,AveryIntroduction
line:f330be,das bin ich!!,that's me!!,that's me!!,Original,AveryIntroduction
line:57672b,hast du meine anzeige gelesen??,did you read my ad?,did you read my ad?,Original,AveryIntroduction
line:b6a40c,das schild?,the sign?,the sign?,Player,AveryIntroduction
line:d7faa0,klar doch,yeah,yeah,Player,AveryIntroduction
line:379365,PRIMA!,GREAT!,GREAT!,Original,AveryIntroduction
line:ada9fe,alsooo,sooo,sooo,Original,AveryIntroduction
line:e5f6bc,möchtest du ein rennen machen?,you wanna race?,you wanna race?,Original,AveryIntroduction
line:38eabe,HI!!,HI!!,HI!!,Original,AveryIntroduction
line:138175,mein name ist AVERY!!,my name is AVERY!!,my name is AVERY!!,Original,AveryIntroduction
line:1f6831,nett dich kennenzulernen!!,it's a pleasure to meet you!!,it's a pleasure to meet you!!,Original,AveryIntroduction
line:0689f6,hi,hi,hi,Player,AveryIntroduction
line:5d2d43,ich bin claire,i'm claire,i'm claire,Player,AveryIntroduction
line:3efef0,"ich glaube, ich habe dein schild gesehen",i think i saw your sign,i think i saw your sign,Player,AveryIntroduction
line:c42308,hast DU!?,you DID!?,you DID!?,Original,AveryIntroduction
line:2a9577,EXZELLENT!,EXCELLENT!,EXCELLENT!,Original,AveryIntroduction
line:16a037,"also bist du gekommen, um gegen mich anzutreten?",so have you come to race me?,so have you come to race me?,Original,AveryIntroduction
line:13a7d0,HI!!,HI!!,HI!!,Original,AveryIntroduction
line:4058f3,mein name ist AVERY!!,my name is AVERY!!,my name is AVERY!!,Original,AveryIntroduction
line:e21c0f,ich strebe danach ein\nPARKOUR-RENN-MEISTER zu werden!!,i'm on a quest to become a\nPARKOUR RACING MASTER!!,i'm on a quest to become a\nPARKOUR RACING MASTER!!,Original,AveryIntroduction
line:09b85d,mega cool!,neat!,neat!,Player,AveryIntroduction
line:e5d953,"darauf kannst DU GIFT NEHMEN,\nes ist mega cool!!",you BET YOUR BOTTOM\nDOLLAR it's neat!!,you BET YOUR BOTTOM\nDOLLAR it's neat!!,Original,AveryIntroduction
line:f112fa,wie auch immer,however,however,Original,AveryIntroduction
line:60e62b,ich versuche jemanden zu finden\nmit dem ich trainieren kann!,i'm trying to find someone\nto practice with!,i'm trying to find someone\nto practice with!,Original,AveryIntroduction
line:a3f689,also...,so...,so...,Original,AveryIntroduction
line:07eebc,"...hättest du lust, ein\nrennen zu laufen?",...any chance you wanna\ngo for a race?,...any chance you wanna\ngo for a race?,Original,AveryIntroduction
line:161a9e,hallo nochmal!,hello again!,hello again!,Original,AveryIntroduction
line:d89d2a,also möchtest du gegen mich antreten?,you wanna race me?,you wanna race me?,Original,AveryIntroduction
line:847103,es wird heute ein großes rennen stattfinden!,there's this big race happening today!,there's this big race happening today!,Player,AveryStory
line:0c7748,GUT...,WELL...,WELL...,Original,AveryStory
line:c66965,äm,um,um,Original,AveryStory
line:e86d3a,"das ist ein wenig peinlich, aber","it's a little embarrassing, but","it's a little embarrassing, but",Original,AveryStory
line:7eccb9,ich dachte ich sollte heute\nden marathon mitlaufen,i was SUPPOSED to run in\nthe marathon today,i was SUPPOSED to run in\nthe marathon today,Original,AveryStory
line:5e5d79,"aber es hat sich herausgestellt,\ndass ich die registrierung verpeilt habe!!",but it turns out i\nmissed registration!!,but it turns out i\nmissed registration!!,Original,AveryStory
line:53ca5e,ohh,ohh,ohh,Player,AveryStory
line:6899de,"tut mir leid, das ist echt doof","sorry, that sucks","sorry, that sucks",Player,AveryStory
line:d03709,yup,yup,yup,Original,AveryStory
line:fc23e2,ich muss sagen,i gotta say,i gotta say,Original,AveryStory
line:ae8420,ich bin echt aus der\nbahn geworfen worden,i was pretty bummed out,i was pretty bummed out,Original,AveryStory
line:70fec6,irgendwie wollte ich\ndas rennen einfach aufgeben,kinda felt like giving up on racing,kinda felt like giving up on racing,Original,AveryStory
line:c81a55,...,...,...,Original,AveryStory
line:336807,aber dann habe ich mir im internet\n2 stunden parkour videos angeschaut,but then i spent like 2 hours\nwatching parkour videos,but then i spent like 2 hours\nwatching parkour videos,Original,AveryStory
line:b11f26,und jetzt ist meine neue\nleidenschaft PARKOUR RENNEN!!,and now my new passion\nis PARKOUR RACING!!,and now my new passion\nis PARKOUR RACING!!,Original,AveryStory
line:152928,wie auch immer,so whatever,so whatever,Original,AveryStory
line:39df05,"ich bin froh, dass du mir beim üben helfen wolltest!",i'm glad you were willing\nto help me practice!,i'm glad you were willing\nto help me practice!,Original,AveryStory
line:1fc720,sicher doch!,sure!,-> sure!,Player,AveryIntroQuestion
line:87caf1,später,later,-> later,Player,AveryIntroQuestion
line:5d6a3f,FAAANTASTISCH!,FAAANTASTIC!,FAAANTASTIC!,Original,AveryIntroQuestion
line:979808,oh nagut,oh well,oh well,Original,AveryIntroQuestion
line:b43347,ist in ordnung,alright then,alright then,Original,AveryIntroQuestion
line:1dfc0b,hiya!,hiya!,hiya!,Original,BuildingRaceIntro
line:1b45fa,ok ok also,ok ok so,ok ok so,Original,BuildingRaceIntro
line:b3bcd8,ich habe eine andere route\nfür das rennen aufgebaut!,i've set up another route to race!,i've set up another route to race!,Original,BuildingRaceIntro
line:dc7795,willst du diese antreten?,you want in?,you want in?,Original,BuildingRaceIntro
line:ba60b5,na klar!,sure!,sure!,Player,BuildingRaceIntro
line:dff24b,wohin geht das wettrennen?,where we racing to?,where we racing to?,Player,BuildingRaceIntro
line:021dc4,also es gibt ein verlassenes gebäude\nvon hier im osten,so there's this abandoned building\nto the west of here,so there's this abandoned building\nto the west of here,Original,BuildingRaceIntro
line:f68100,zumindest,at least,at least,Original,BuildingRaceIntro
line:12ad83,ich denke es ist verlassen?,i think it's abandoned?,i think it's abandoned?,Original,BuildingRaceIntro
line:d00be3,wie auch immer,anyway,anyway,Original,BuildingRaceIntro
line:2178c6,ich denke wir sollten das wettrennen\nauf die spitze des gebäudes machen!,i'm thinking we should race\nto the top of it!,i'm thinking we should race\nto the top of it!,Original,BuildingRaceIntro
line:d50cd3,wer als erstes den\npfosten berührt GEWINNT!,whoever touches the post\nup there first WINS!,whoever touches the post\nup there first WINS!,Original,BuildingRaceIntro
line:6185b8,und außerdem,and also,and also,Original,BuildingRaceIntro
line:2c7375,sollten wir nur <color=red>5 goldene federn</color>\nwährend des wettrennens benutzen!,we should only use <color=red>5 golden\nfeathers</color> during this race!,we should only use <color=red>5 golden\nfeathers</color> during this race!,Original,BuildingRaceIntro
line:4d180f,das macht es um\neiniges spannender!,that'll make\nit more interesting!,that'll make\nit more interesting!,Original,BuildingRaceIntro
line:36faf6,bist du bereit?,you ready?,you ready?,Original,BuildingRaceIntro
line:87bd3d,also wie sieht es aus\nmit dem rennen?,so how about that race?,so how about that race?,Original,BuildingRaceIntro
line:fecfc9,hallo nochmal!,hello again!,hello again!,Original,BuildingRaceIntro
line:eb3492,möchtest du nochmal ein rennen\nzum verlassenen gebäude machen?,you wanna rematch to the abandoned building?,you wanna rematch to the abandoned building?,Original,BuildingRaceIntro
line:5b8929,alles klar!,alright!,alright!,Original,BuildingRaceRetry
line:5a5e6e,LASS' UNS ANFANGEN!,LET'S GET TO IT!,LET'S GET TO IT!,Original,BuildingRaceRetry
line:1a7c54,okay,okay,okay,Original,CancelRaceShoes
line:6523af,dann warte ich bis du ein paar gefunden hast!,i'll wait 'till you've found a pair!,i'll wait 'till you've found a pair!,Original,CancelRaceShoes
line:cf5a2d,hmm!,hmm!,hmm!,Original,ConsiderFeathersRace
line:1a01ba,vielleicht solltest du mehr federn\nfinden bevor du dieses rennen versuchst,you might want to find more feathers\nbefore trying this race,you might want to find more feathers\nbefore trying this race,Original,ConsiderFeathersRace
line:d65056,es könnte dir ohne\ndiesen schwer fallen!,it might be hard to keep\nup without them!,it might be hard to keep\nup without them!,Original,ConsiderFeathersRace
line:34ba2d,ich werde es auch ohne schaffen!,i'll race anyway!,-> i'll race anyway!,Player,ConsiderFeathersRace
line:dbe9d2,"warte, lieber nicht","wait, nevermind","-> wait, nevermind",Player,ConsiderFeathersRace
line:270726,alles klärchen,alrighty,alrighty,Original,ConsiderFeathersRace
line:842f68,lass' uns anfangen!,lets do this!,lets do this!,Original,ConsiderFeathersRace
line:8023cb,dann warte ich bis du mehr gefunden hast!,i'll wait until you find more!,i'll wait until you find more!,Original,ConsiderFeathersRace
line:b8b05f,ok,ok,ok,Original,WinRegular
line:410521,ich muss dir anmerken,i have to admit,i have to admit,Original,WinRegular
line:d03dbb,du bist GUT!,you are GOOD!,you are GOOD!,Original,WinRegular
line:ee7b3d,aber,but,but,Original,WinRegular
line:ab236a,ich glaube ich wärme mich nun auf!,i feel like i was\njust getting warmed up!,i feel like i was\njust getting warmed up!,Original,WinRegular
line:34b061,"verdammt, du hast mich schon wieder!",dang you got me again!,dang you got me again!,Original,WinRegular
line:a25523,du hast echt ein paar raffinierte moves,you've got some slick moves,you've got some slick moves,Original,WinRegular
line:a3fcc4,aber,but,but,Original,WinRegular
line:73d813,ich habe es ein bisschen vermasselt,i messed up a bit,i messed up a bit,Original,WinRegular
line:667c1a,"ich denke, dass hätte ich\nviel besser machen können",i think i could have\ndone much better,i think i could have\ndone much better,Original,WinRegular
line:d9b608,du hast mich geschlagen!!,you beat me!!,you beat me!!,Original,WinRegular
line:e9765f,ich dachte dieses mal würde ich gewinnen...,i thought i had that one...,i thought i had that one...,Original,WinRegular
line:de783c,nun,well,well,Original,WinRegular
line:4f85ff,"wenn du irgendwann nochmal\nein wettlaufen möchtest,","if you ever want another go,","if you ever want another go,",Original,WinRegular
line:f30d81,ich denke ich kann mich noch bessern!,i think i could still improve!,i think i could still improve!,Original,WinRegular
line:d1e24e,claire du bist eine MASCHINE,claire you are a MACHINE,claire you are a MACHINE,Original,WinGhost
line:84abb0,du bist hier her in\nnur {{WonRaceTime}} sekunden gekommen!,you got here in just {{WonRaceTime}} seconds!,you got here in just {{WonRaceTime}} seconds!,Original,WinGhost
line:c81118,ich wette ich kann\nnoch viel von dir lernen,i bet i can learn\na lot from you,i bet i can learn\na lot from you,Original,WinGhost
line:02e40e,tja,welp,welp,Original,WinGhost
line:9809e3,"ich werde immer da sein,\nwenn du eine revanche willst!",i'll always be around\nif you want a rematch!,i'll always be around\nif you want a rematch!,Original,WinGhost
line:88fb28,ich wette wenn ich ein paar\nvon deinen strategien angucke...,i bet if i borrowed some\nof your strategies...,i bet if i borrowed some\nof your strategies...,Original,WinGhost
line:7235ad,...könnte ich dich nächstes mal schlagen!,...i could beat ya next time!,...i could beat ya next time!,Original,WinGhost
line:3c0edf,woah,woah,woah,Original,WinGhost
line:59d4d9,du hast mich schon wieder geschlagen,you beat me again,you beat me again,Original,WinGhost
line:037fb6,"ich kann nicht glauben, dass du\nnur {{WonRaceTime}} sekunden gebraucht hast!",i can't believe it only\ntook you {{WonRaceTime}} seconds!,i can't believe it only\ntook you {{WonRaceTime}} seconds!,Original,WinGhost
line:b6224a,du bist definitiv der bessere läufer,you're definitely the better racer,you're definitely the better racer,Original,WinGhost
line:e462ab,beim nächsten mal versuch' ich deine route!,i oughta try your route next time!,i oughta try your route next time!,Original,WinGhost
line:c275da,"meine Güte, verdammt!",gosh dang it!,gosh dang it!,Original,WinGhost
line:e4105e,du bist zu gut!,you're too good!,you're too good!,Original,WinGhost
line:ab381e,wie soll ich deine\n{{WonRaceTime}} sekunden unterbieten?,how am i supposed to\nbeat {{WonRaceTime}} seconds?,how am i supposed to\nbeat {{WonRaceTime}} seconds?,Original,WinGhost
line:2633f1,hmm...,hmm...,hmm...,Original,WinGhost
line:cf79da,"nächstes mal,","next time,","next time,",Original,WinGhost
line:8e7e1a,"da versuche ich das zu tun,\nwas du getan hast!",i'll try doing what you did!,i'll try doing what you did!,Original,WinGhost
line:4fe818,ich habe gewonnen!,i won!,i won!,Original,LoseRegular
line:68c867,du hast ein gutes rennen hingelegt,you put up a good race,you put up a good race,Original,LoseRegular
line:9407b2,das hat echt spaß gemacht!,that was really fun!,that was really fun!,Original,LoseRegular
line:9147fc,gutes rennen!,good race!,good race!,Original,LoseRegular
line:3df838,du hast ein paar glatte moves,you had some smooth moves,you had some smooth moves,Original,LoseRegular
line:a1f4a4,"ich bin immer für eine\nrevanche da, wenn du eine willst!",i'm always be down for a\nrematch if you want one!,i'm always be down for a\nrematch if you want one!,Original,LoseRegular
line:024a95,ja!!,yes!!,yes!!,Original,LoseRegular
line:e56819,ich liebe ein gutes wettrennen!,i love a good race!,i love a good race!,Original,LoseRegular
line:5ad305,danke für das rennen,thanks for racing me,thanks for racing me,Original,LoseRegular
line:775c7e,ich hoffe ich habe dich\nnicht müde werden lassen!,i hope i haven't tired you out!,i hope i haven't tired you out!,Original,LoseRegular
line:f50d0e,ich hab's geschafft!,i did it!,i did it!,Original,LoseGhost
line:80a866,endlich!,finally!,finally!,Original,LoseGhost
line:3105f5,"obwohl, wenn ich ehrlich bin","although, if i'm being honest","although, if i'm being honest",Original,LoseGhost
line:86ab73,ich habe irgendwie... deine strategie\nvom letzten mal kopiert,i kinda... copied your strategy from last time,i kinda... copied your strategy from last time,Original,LoseGhost
line:7fd42d,ich habe gewonnen!,i won!,i won!,Original,LoseGhost
line:26f439,puh!,phew!,phew!,Original,LoseGhost
line:046e08,das war eng,that was tight,that was tight,Original,LoseGhost
line:b00e7c,"ich hoffe es macht\ndir nichts aus, aber",i hope you don't mind but,i hope you don't mind but,Original,LoseGhost
line:13d8b9,ich hab' mir für dieses rennen\nein paar von deinen moves abgeguckt!,i borrowed some of your\nmoves for that run!,i borrowed some of your\nmoves for that run!,Original,LoseGhost
line:242318,ahh ich hab' gewonnen!,ahh i won!,ahh i won!,Original,LoseGhost
line:ec2585,claire...,claire...,claire...,Original,LoseGhost
